sample_name	amoxicillin	ampicillin	ceftriaxone	ciprofloxacin	gentamicin	levofloxacin	tetracycline	tobramycin
562.57416	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57417	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57418	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57412	NA	resistant	NA	resistant	susceptible	NA	NA	resistant
562.5742	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57422	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.57422999999994	NA	resistant	NA	intermediate	susceptible	NA	NA	susceptible
562.57424	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57426	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57428	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57429	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.57421	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57411	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.5741	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57409	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57394	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57395	NA	resistant	NA	intermediate	resistant	NA	NA	resistant
562.57396	NA	resistant	NA	resistant	resistant	NA	NA	intermediate
562.57397	NA	resistant	NA	intermediate	resistant	NA	NA	intermediate
562.57398	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.57399	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.574	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.57401	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57402	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57403	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.57404	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57405	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57406	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.57407	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57408	NA	resistant	NA	intermediate	resistant	NA	NA	intermediate
562.5743	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.57431	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57432	NA	resistant	NA	resistant	resistant	NA	NA	intermediate
562.57433	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57454	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57455	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57456	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57457	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57458	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.57459	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.5746	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57461	NA	resistant	NA	resistant	intermediate	NA	NA	resistant
562.57462	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57463	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57464	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57465	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57466	NA	resistant	NA	susceptible	resistant	NA	NA	susceptible
562.57467	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57468	NA	resistant	NA	susceptible	susceptible	NA	NA	resistant
562.57453	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57392	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57452	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.5745	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57434	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.57435	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57436	NA	resistant	NA	resistant	susceptible	NA	NA	susceptible
562.57437	NA	resistant	NA	susceptible	resistant	NA	NA	resistant
562.57438	NA	resistant	NA	susceptible	resistant	NA	NA	susceptible
562.57439	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.5744	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57441	NA	resistant	NA	resistant	resistant	NA	NA	intermediate
562.57442	NA	resistant	NA	susceptible	resistant	NA	NA	intermediate
562.57444	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57445	NA	resistant	NA	intermediate	resistant	NA	NA	resistant
562.57446	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57447	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57448	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.57449	NA	resistant	NA	resistant	resistant	NA	NA	intermediate
562.57451	NA	resistant	NA	resistant	resistant	NA	NA	resistant
562.65729	NA	susceptible	NA	NA	NA	NA	NA	NA
562.22793	NA	resistant	NA	susceptible	susceptible	NA	NA	susceptible
562.65731	NA	susceptible	NA	NA	NA	NA	NA	NA
562.23276	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23275	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23274	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23273	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23272	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23271	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2327	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23277	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23269	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23267	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23266	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23265	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23264	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23263	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23262	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23261	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23268	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23278	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23279	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2328	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23297	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23296	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23295	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23294	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23293	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23292	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23291	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2329	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23289	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23288	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23287	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23286	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23285	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23284	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23283	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23282	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23281	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2326	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23259	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23258	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23257	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23235	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23234	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23233	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23232	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23231	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.2323	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23229	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23228	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23227	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23226	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23225	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23224	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23223	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23222	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23221	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2322	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23219	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23236	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23298	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23237	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23239	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23256	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23255	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23254	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23253	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23252	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23251	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2325	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23249	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23248	susceptible	NA	NA	resistant	susceptible	NA	NA	NA
562.23247	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23246	resistant	NA	NA	susceptible	resistant	NA	NA	NA
562.23245	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23244	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23243	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23242	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23241	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2324	resistant	NA	NA	susceptible	resistant	NA	NA	NA
562.23238	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23218	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23299	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23301	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23359	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23358	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23357	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23356	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23355	susceptible	NA	NA	resistant	intermediate	NA	NA	NA
562.23354	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23353	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2336	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23352	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2335	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23349	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23348	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23347	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23346	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23345	resistant	NA	NA	susceptible	resistant	NA	NA	NA
562.23344	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23351	resistant	NA	NA	resistant	intermediate	NA	NA	NA
562.23361	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23362	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23363	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2338	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23379	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23378	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23377	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23376	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23375	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23374	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23373	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23372	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23371	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.2337	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23369	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23368	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23367	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23366	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23365	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23364	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23343	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23342	resistant	NA	NA	susceptible	resistant	NA	NA	NA
562.23341	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2334	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23318	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23317	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23316	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23315	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23314	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23313	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23312	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23311	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.2331	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23309	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23308	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23307	resistant	NA	NA	resistant	intermediate	NA	NA	NA
562.23306	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23305	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23304	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23303	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23302	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23319	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.233	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2332	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23322	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23339	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23338	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23337	susceptible	NA	NA	susceptible	intermediate	NA	NA	NA
562.23336	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23335	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23334	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23333	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23332	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23331	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2333	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23329	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23328	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23327	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23326	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23325	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23324	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23323	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23321	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23217	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23216	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23215	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23109	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23108	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23107	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23106	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23105	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23104	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23103	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2311	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23102	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.231	susceptible	NA	NA	resistant	susceptible	NA	NA	NA
562.23099	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23098	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23097	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23096	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23095	susceptible	NA	NA	resistant	susceptible	NA	NA	NA
562.23094	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23101	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23111	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23112	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23113	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2313	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23129	susceptible	NA	NA	resistant	susceptible	NA	NA	NA
562.23128	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23127	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23126	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23125	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23124	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23123	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23122	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23121	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2312	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23119	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23118	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23117	susceptible	NA	NA	resistant	susceptible	NA	NA	NA
562.23116	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23115	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23114	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23093	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23092	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23091	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2309	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23068	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23067	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23066	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23065	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23064	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23063	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23062	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23061	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2306	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23059	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23058	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23057	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23056	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23055	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23054	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23053	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23052	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23069	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23131	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2307	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23072	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23089	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23088	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23087	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23086	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23085	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23084	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23083	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23082	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23081	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2308	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23079	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23078	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23077	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23076	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23075	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23074	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23073	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23071	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23132	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23133	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23134	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23193	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23192	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23191	susceptible	NA	NA	resistant	susceptible	NA	NA	NA
562.2319	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23189	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23188	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23187	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23186	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23185	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23184	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23183	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23182	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23181	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.2318	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23179	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23178	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23177	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23194	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23176	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23195	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23197	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23214	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23213	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23212	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.23211	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.2321	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23209	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23208	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23207	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23206	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23205	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23204	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23203	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23202	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23201	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.232	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23199	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23198	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23196	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23381	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23175	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23173	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23151	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2315	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23149	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23148	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23147	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23146	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23145	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23144	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23143	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23142	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23141	resistant	NA	NA	resistant	resistant	NA	NA	NA
562.2314	resistant	NA	NA	intermediate	susceptible	NA	NA	NA
562.23139	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23138	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23137	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23136	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23135	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23152	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23174	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23153	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23155	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23172	resistant	NA	NA	susceptible	resistant	NA	NA	NA
562.23171	susceptible	NA	NA	intermediate	susceptible	NA	NA	NA
562.2317	susceptible	NA	NA	resistant	susceptible	NA	NA	NA
562.23169	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23168	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23167	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23166	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23165	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23164	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23163	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23162	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23161	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.2316	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23159	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23158	resistant	NA	NA	susceptible	intermediate	NA	NA	NA
562.23157	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23156	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23154	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
562.23382	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23383	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23384	resistant	NA	NA	resistant	susceptible	NA	NA	NA
562.23609	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23608	resistant	NA	NA	susceptible	susceptible	NA	NA	NA
562.23607	susceptible	NA	NA	susceptible	susceptible	NA	NA	NA
