sample_name	amikacin	amoxicillin	amoxicillin_clavulanic_acid	ampicillin	ampicillin_sulbactam	azithromycin	aztreonam	cefalothin	cefazolin	cefepime	cefotaxime	cefotetan	cefoxitin	ceftazidime	ceftiofur	ceftriaxone	cefuroxime	chloramphenicol	ciprofloxacin	colistin	doripenem	doxycycline	ertapenem	fosfomycin	gentamicin	imipenem	levofloxacin	meropenem	minocycline	nitrofurantoin	norfloxacin	piperacillin_tazobactam	streptomycin	sulfamethoxazole	tetracycline	tigecycline	tobramycin	trimethoprim	trimethoprim_sulphamethoxazole
562.57416	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57417	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57418	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57412	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.5742	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57422	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	susceptible	NA
562.57422999999994	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	intermediate	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	resistant	NA
562.57424	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57426	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57428	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57429	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	resistant	NA
562.57421	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57411	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.5741	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57409	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57394	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57395	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	intermediate	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57396	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	intermediate	resistant	NA
562.57397	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	intermediate	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	intermediate	resistant	NA
562.57398	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	resistant	NA
562.57399	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.574	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	susceptible	NA
562.57401	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57402	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57403	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	resistant	NA
562.57404	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57405	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57406	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	resistant	NA
562.57407	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57408	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	intermediate	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	intermediate	susceptible	NA
562.5743	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	susceptible	NA
562.57431	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57432	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	intermediate	intermediate	NA
562.57433	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57454	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57455	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57456	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57457	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	resistant	NA
562.57458	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	resistant	NA
562.57459	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.5746	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57461	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	resistant	NA
562.57462	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57463	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	resistant	NA
562.57464	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57465	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57466	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	resistant	NA
562.57467	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57468	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57453	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57392	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57452	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	resistant	NA
562.5745	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	resistant	resistant	NA
562.57434	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	susceptible	NA
562.57435	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57436	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	susceptible	NA
562.57437	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57438	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	susceptible	NA
562.57439	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	susceptible	susceptible	NA
562.5744	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57441	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	intermediate	resistant	NA
562.57442	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	susceptible	NA	NA	resistant	NA	susceptible	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	intermediate	resistant	NA
562.57444	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57445	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	intermediate	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	susceptible	NA
562.57446	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57447	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57448	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.57449	NA	NA	resistant	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	intermediate	susceptible	NA
562.57451	NA	NA	susceptible	resistant	NA	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	resistant	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	NA	resistant	resistant	NA
562.65729	NA	NA	susceptible	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.22793	susceptible	NA	resistant	resistant	NA	NA	intermediate	resistant	NA	susceptible	susceptible	NA	intermediate	intermediate	NA	NA	resistant	NA	susceptible	NA	NA	NA	susceptible	NA	susceptible	NA	NA	susceptible	NA	NA	NA	susceptible	NA	NA	NA	susceptible	susceptible	susceptible	NA
562.65731	NA	NA	susceptible	susceptible	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
562.23276	NA	susceptible	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	susceptible	NA	NA	susceptible	NA	susceptible	NA	NA	NA	NA	NA	susceptible	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	susceptible	NA	NA	NA
562.23275	NA	resistant	resistant	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	susceptible	NA	NA	susceptible	NA	susceptible	NA	NA	NA	NA	NA	susceptible	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	susceptible	NA	NA	NA
562.23274	NA	resistant	susceptible	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	susceptible	NA	NA	susceptible	NA	susceptible	NA	NA	NA	NA	NA	susceptible	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	susceptible	NA	NA	NA
562.23273	NA	resistant	resistant	NA	NA	NA	NA	NA	NA	NA	resistant	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	susceptible	susceptible	NA	NA	NA	NA	NA	susceptible	NA	NA	NA	susceptible	NA	NA	NA
562.23272	NA	resistant	resistant	NA	NA	NA	NA	NA	NA	NA	susceptible	NA	NA	intermediate	NA	NA	resistant	NA	resistant	NA	NA	NA	NA	NA	susceptible	susceptible	NA	NA	NA	NA	NA	intermediate	NA	NA	NA	susceptible	NA	NA	NA
